id,Date,pH,TDS,Temperature,EC
1913,2025-05-13 17:56:51.901731+00,9.34,50.63,20.88,75.57
1914,2025-05-13 18:16:51.720265+00,9.42,49.44,21.12,73.79
1915,2025-05-13 18:36:51.747988+00,9.49,47.9,21.37,71.49
1916,2025-05-13 18:56:51.775791+00,9.55,46.89,21.56,69.99
1917,2025-05-13 19:16:51.837212+00,9.6,45.65,21.75,68.13
1918,2025-05-13 19:36:51.870761+00,9.63,44.83,21.87,66.91
1919,2025-05-13 19:56:51.896866+00,9.62,42.96,22.0,64.12
1920,2025-05-13 20:16:51.857589+00,9.61,42.73,22.0,63.78
1921,2025-05-13 20:36:51.782667+00,9.64,44.17,21.94,65.93
1922,2025-05-13 20:56:52.00413+00,9.63,44.83,21.87,66.91
1923,2025-05-13 21:16:51.764383+00,9.61,45.12,21.81,67.34
1924,2025-05-13 21:36:51.761783+00,9.57,45.71,21.69,68.22
1925,2025-05-13 21:56:51.912204+00,9.5,47.25,21.44,70.52
1926,2025-05-13 22:16:54.80184+00,9.45,49.25,21.19,73.51
1927,2025-05-13 22:36:51.986114+00,9.38,51.55,20.88,76.94
1928,2025-05-13 22:56:51.920373+00,9.3,54.49,20.5,81.33
1929,2025-05-13 23:16:51.758592+00,9.22,56.56,20.19,84.42
1930,2025-05-13 23:36:51.791952+00,9.16,58.33,19.94,87.06
1931,2025-05-13 23:56:51.75887+00,9.09,61.5,19.56,91.79
1932,2025-05-14 00:16:51.76074+00,9.01,63.57,19.25,94.88
1933,2025-05-14 00:36:51.882351+00,8.94,65.11,19.0,97.18
1934,2025-05-14 00:56:51.892003+00,8.87,68.29,18.62,101.93
1935,2025-05-14 01:16:51.861793+00,8.79,69.6,18.37,103.88
1936,2025-05-14 01:36:51.761816+00,8.71,71.66,18.06,106.96
1937,2025-05-14 01:56:51.886968+00,8.63,74.48,17.69,111.16
1938,2025-05-14 02:16:51.925585+00,8.58,76.48,17.44,114.15
1939,2025-05-14 02:36:51.939704+00,8.51,79.66,17.06,118.9
1940,2025-05-14 02:56:51.861034+00,8.43,80.97,16.81,120.85
1941,2025-05-14 03:16:51.775472+00,8.33,82.57,16.5,123.24
1942,2025-05-14 03:36:51.800278+00,8.26,84.11,16.25,125.54
1943,2025-05-14 03:56:51.773278+00,8.2,86.64,15.94,129.31
1944,2025-05-14 04:16:51.753943+00,8.14,88.41,15.69,131.96
1945,2025-05-14 04:36:51.927302+00,8.05,90.24,15.38,134.69
1946,2025-05-14 04:56:54.008352+00,7.98,91.78,15.13,136.99
1947,2025-05-14 05:16:51.846899+00,7.9,93.97,14.81,140.25
1948,2025-05-14 05:36:51.784439+00,7.83,96.27,14.5,143.69
1949,2025-05-14 05:56:51.96663+00,7.75,97.58,14.25,145.64
1950,2025-05-14 06:16:51.957639+00,7.68,99.12,14.0,147.94
1951,2025-05-14 06:36:51.822381+00,7.6,99.67,13.81,148.76
1952,2025-05-14 06:56:51.789764+00,7.53,100.46,13.62,149.94
1953,2025-05-14 07:16:51.953647+00,7.47,100.59,13.5,150.13
1954,2025-05-14 07:36:51.98591+00,7.43,101.18,13.38,151.01
1955,2025-05-14 07:56:52.622354+00,7.41,101.61,13.31,151.66
1956,2025-05-14 08:16:51.983421+00,7.37,99.05,13.44,147.84
1957,2025-05-14 08:36:51.862285+00,7.38,97.77,13.56,145.93
1958,2025-05-14 08:56:51.829398+00,7.38,96.13,13.69,143.48
1959,2025-05-14 09:16:51.803455+00,7.39,94.85,13.81,141.57
1960,2025-05-14 09:36:51.844262+00,7.42,93.15,14.0,139.03
1961,2025-05-14 09:56:51.890315+00,7.44,91.97,14.13,137.27
1962,2025-05-14 10:16:51.915141+00,7.47,91.15,14.25,136.04
1963,2025-05-14 10:36:51.856974+00,7.52,90.66,14.38,135.31
1964,2025-05-14 10:56:51.785517+00,7.56,89.32,14.56,133.31
1965,2025-05-14 11:16:51.852266+00,7.63,88.53,14.75,132.13
1966,2025-05-14 11:36:51.941737+00,7.76,88.37,15.0,131.9
1967,2025-05-14 11:56:51.874291+00,7.76,85.98,15.19,128.33
1968,2025-05-14 12:16:51.821579+00,7.87,85.36,15.44,127.4
1969,2025-05-14 12:36:51.941878+00,7.94,83.82,15.69,125.1
1970,2025-05-14 12:56:51.820661+00,7.98,81.59,15.94,121.78
1971,2025-05-14 13:16:52.004679+00,8.09,80.97,16.19,120.85
1972,2025-05-14 13:36:51.852063+00,8.14,78.21,16.5,116.73
1973,2025-05-14 13:56:51.849633+00,8.24,77.36,16.75,115.46
1974,2025-05-14 14:16:51.997849+00,8.31,75.07,17.06,112.04
1975,2025-05-14 14:36:52.175216+00,8.4,72.35,17.44,107.99
1976,2025-05-14 14:56:52.059395+00,8.5,71.5,17.69,106.72
1977,2025-05-14 15:16:51.879202+00,8.57,68.45,18.06,102.16
1978,2025-05-14 15:36:51.855465+00,8.66,66.61,18.37,99.42
1979,2025-05-14 15:56:51.899664+00,8.74,64.42,18.69,96.15
1980,2025-05-14 16:16:51.936335+00,8.83,62.58,19.0,93.4
1981,2025-05-14 16:36:53.69224+00,8.9,61.04,19.25,91.1
1982,2025-05-14 16:56:52.043352+00,8.99,59.21,19.56,88.37
1983,2025-05-14 17:16:51.900509+00,9.06,57.67,19.81,86.07
1984,2025-05-14 17:36:51.921559+00,9.14,55.6,20.12,82.99
1985,2025-05-14 17:56:51.910604+00,9.23,54.52,20.37,81.37
1986,2025-05-14 18:16:52.074048+00,9.28,52.52,20.62,78.39
1987,2025-05-14 18:36:51.909312+00,9.35,50.86,20.88,75.91
1988,2025-05-14 18:56:51.931317+00,9.4,48.99,21.12,73.12
1989,2025-05-14 19:16:51.938031+00,9.48,48.43,21.31,72.28
1990,2025-05-14 19:36:51.962816+00,9.54,47.42,21.5,70.78
1991,2025-05-14 19:56:52.024127+00,9.52,46.2,21.56,68.96
1992,2025-05-14 20:16:52.09698+00,9.57,46.59,21.62,69.54
1993,2025-05-14 20:36:51.965944+00,9.54,46.66,21.56,69.64
1994,2025-05-14 20:56:52.048548+00,9.54,48.17,21.44,71.9
1995,2025-05-14 21:16:52.138219+00,9.49,47.9,21.37,71.49
1996,2025-05-14 21:36:51.987072+00,9.46,48.73,21.25,72.73
1997,2025-05-14 21:56:51.974895+00,9.41,49.22,21.12,73.46
1998,2025-05-14 22:16:52.117472+00,9.35,51.74,20.81,77.22
1999,2025-05-14 22:36:52.30883+00,9.29,52.75,20.62,78.73
2000,2025-05-14 22:56:52.172315+00,9.22,55.05,20.31,82.16
2001,2025-05-14 23:16:52.015125+00,9.17,57.05,20.06,85.15
2002,2025-05-14 23:36:52.006868+00,9.11,59.57,19.75,88.91
2003,2025-05-14 23:56:54.213665+00,9.03,61.64,19.44,92.0
2004,2025-05-15 00:16:51.96993+00,8.97,65.04,19.06,97.07
2005,2025-05-15 00:36:52.094363+00,8.88,66.12,18.81,98.69
2006,2025-05-15 00:56:54.288679+00,8.84,69.11,18.5,103.15
2007,2025-05-15 01:16:51.939907+00,8.75,70.94,18.19,105.88
2008,2025-05-15 01:36:51.953169+00,8.69,73.59,17.87,109.84
2009,2025-05-15 01:56:51.944402+00,8.63,76.12,17.56,113.61
2010,2025-05-15 02:16:51.971841+00,8.62,79.03,17.31,117.96
2011,2025-05-15 02:36:51.962978+00,8.6,82.48,17.0,123.1
2012,2025-05-15 02:56:52.021179+00,8.38,81.33,16.69,121.39
2013,2025-05-15 03:16:51.977581+00,8.32,83.1,16.44,124.03
2014,2025-05-15 03:36:51.97347+00,8.24,84.41,16.19,125.99
2015,2025-05-15 03:56:51.973892+00,8.19,87.16,15.88,130.09
2016,2025-05-15 04:16:51.955242+00,8.11,88.47,15.63,132.04
2017,2025-05-15 04:36:51.962508+00,8.04,89.26,15.44,133.22
2018,2025-05-15 04:56:52.122213+00,7.98,90.27,15.25,134.73
2019,2025-05-15 05:16:51.976311+00,7.93,91.52,15.06,136.6
2020,2025-05-15 05:36:52.099449+00,7.87,91.65,14.94,136.79
2021,2025-05-15 05:56:51.982823+00,7.83,93.12,14.75,138.99
2022,2025-05-15 06:16:51.973989+00,7.79,93.71,14.63,139.87
2023,2025-05-15 06:36:51.972444+00,7.75,94.43,14.5,140.94
2024,2025-05-15 06:56:51.96513+00,7.69,94.56,14.38,141.13
2025,2025-05-15 07:16:51.962316+00,7.66,94.76,14.31,141.43
2026,2025-05-15 07:36:52.119033+00,7.6,94.89,14.19,141.63
2027,2025-05-15 07:56:52.148667+00,7.6,95.65,14.13,142.76
2028,2025-05-15 08:16:51.960706+00,7.56,95.61,14.06,142.7
2029,2025-05-15 08:36:51.960364+00,7.53,94.92,14.06,141.67
2030,2025-05-15 08:56:51.981877+00,7.5,94.99,14.0,141.78
2031,2025-05-15 09:16:51.97638+00,7.5,94.99,14.0,141.78
2032,2025-05-15 09:36:52.089285+00,7.48,94.53,14.0,141.09
2033,2025-05-15 09:56:52.144491+00,7.47,94.3,14.0,140.75
2034,2025-05-15 10:16:52.158235+00,7.45,93.08,14.06,138.93
2035,2025-05-15 10:36:51.986358+00,7.43,90.99,14.19,135.81
2036,2025-05-15 10:56:52.823851+00,7.47,91.15,14.25,136.04
2037,2025-05-15 11:16:51.981127+00,7.45,89.06,14.38,132.93
2038,2025-05-15 11:36:52.178801+00,7.51,89.68,14.44,133.85
2039,2025-05-15 11:56:52.231006+00,7.55,89.09,14.56,132.97
2040,2025-05-15 12:16:51.98665+00,7.6,87.84,14.75,131.1
2041,2025-05-15 12:36:52.019474+00,7.68,87.29,14.94,130.28
2042,2025-05-15 12:56:51.996318+00,7.72,85.81,15.13,128.07
2043,2025-05-15 13:16:52.045469+00,7.8,85.39,15.31,127.45
2044,2025-05-15 13:36:52.164467+00,7.85,84.14,15.5,125.58
2045,2025-05-15 13:56:52.055134+00,7.91,82.37,15.75,122.94
2046,2025-05-15 14:16:52.033057+00,7.98,80.83,16.0,120.64
2047,2025-05-15 14:36:52.023914+00,8.07,79.75,16.25,119.03
2048,2025-05-15 14:56:52.031346+00,8.14,78.21,16.5,116.73
2049,2025-05-15 15:16:52.113131+00,8.21,76.67,16.75,114.43
2050,2025-05-15 15:36:52.256596+00,8.29,75.36,17.0,112.48
2051,2025-05-15 15:56:52.213373+00,8.32,73.66,17.19,109.94
2052,2025-05-15 16:16:52.050148+00,8.36,72.31,17.37,107.93
2053,2025-05-15 16:36:52.053863+00,8.47,71.69,17.62,107.0
2054,2025-05-15 16:56:52.069052+00,8.45,68.08,17.87,101.61
2055,2025-05-15 17:16:52.066036+00,8.62,68.84,18.12,102.75
2056,2025-05-15 17:36:52.119195+00,8.68,67.07,18.37,100.1
2057,2025-05-15 17:56:52.118791+00,8.73,65.83,18.56,98.25
2058,2025-05-15 18:16:52.119328+00,8.78,64.58,18.75,96.39
2059,2025-05-15 18:36:52.265861+00,8.79,62.42,18.94,93.16
2060,2025-05-15 18:56:52.148281+00,8.88,62.22,19.12,92.87
2061,2025-05-15 19:16:52.143421+00,8.93,61.73,19.25,92.13
2062,2025-05-15 19:36:52.10574+00,8.88,59.08,19.37,88.18
2063,2025-05-15 19:56:52.260627+00,8.89,58.42,19.44,87.19
2064,2025-05-15 20:16:52.234614+00,8.92,59.99,19.37,89.54
2065,2025-05-15 20:36:52.189507+00,8.91,61.27,19.25,91.45
2066,2025-05-15 20:56:52.270479+00,8.86,60.88,19.19,90.87
2067,2025-05-15 21:16:52.307608+00,8.85,63.8,18.94,95.22
2068,2025-05-15 21:36:52.132021+00,8.81,65.27,18.75,97.42
2069,2025-05-15 21:56:52.255744+00,8.73,67.34,18.44,100.51
2070,2025-05-15 22:16:52.100238+00,8.69,70.45,18.12,105.15
2071,2025-05-15 22:36:52.116365+00,8.62,71.99,17.87,107.45
2072,2025-05-15 22:56:52.102052+00,8.58,73.33,17.69,109.45
2073,2025-05-15 23:16:52.131295+00,8.51,74.12,17.5,110.63
2074,2025-05-15 23:36:52.2556+00,8.45,75.13,17.31,112.13
2075,2025-05-15 23:56:52.116863+00,8.39,76.9,17.06,114.78
2076,2025-05-16 00:16:52.297202+00,8.36,79.36,16.81,118.45
2077,2025-05-16 00:36:52.121613+00,8.3,80.37,16.62,119.96
2078,2025-05-16 00:56:52.115244+00,8.24,82.14,16.37,122.6
2079,2025-05-16 01:16:52.124441+00,8.17,83.68,16.12,124.9
2080,2025-05-16 01:36:52.811339+00,8.17,86.7,15.88,129.4
2081,2025-05-16 01:56:52.128141+00,8.19,89.55,15.69,133.66
2082,2025-05-16 02:16:52.095771+00,8.03,89.78,15.38,134.0
2083,2025-05-16 02:36:52.098418+00,8.04,93.16,15.13,139.04
2084,2025-05-16 02:56:52.122126+00,7.98,95.05,14.87,141.87
2085,2025-05-16 03:16:52.10007+00,7.87,95.55,14.63,142.61
2086,2025-05-16 03:36:52.266067+00,7.74,95.71,14.38,142.85
2087,2025-05-16 03:56:52.101632+00,7.68,97.48,14.13,145.49
2088,2025-05-16 04:16:52.114499+00,7.63,99.48,13.88,148.48
2089,2025-05-16 04:36:52.221444+00,7.56,100.27,13.69,149.66
2090,2025-05-16 04:56:52.11345+00,7.47,101.35,13.44,151.27
2091,2025-05-16 05:16:52.207807+00,7.39,102.66,13.19,153.22
2092,2025-05-16 05:36:52.251197+00,7.33,104.43,12.94,155.87
2093,2025-05-16 05:56:52.183964+00,7.23,104.52,12.75,156.0
2094,2025-05-16 06:16:52.299922+00,7.15,105.83,12.5,157.96
2095,2025-05-16 06:36:52.231843+00,7.06,105.4,12.37,157.31
2096,2025-05-16 06:56:52.253675+00,7.03,106.98,12.19,159.67
2097,2025-05-16 07:16:52.216673+00,6.96,107.01,12.06,159.72
2098,2025-05-16 07:36:52.137207+00,6.9,107.14,11.94,159.91
2099,2025-05-16 07:56:52.130087+00,6.86,106.22,11.94,158.54
2100,2025-05-16 08:16:52.291768+00,6.84,105.77,11.94,157.87
2101,2025-05-16 08:36:52.168152+00,6.81,103.57,12.06,154.58
2102,2025-05-16 08:56:52.270106+00,6.8,101.7,12.19,151.79
2103,2025-05-16 09:16:52.284444+00,6.8,100.19,12.31,149.54
2104,2025-05-16 09:36:52.140804+00,6.84,99.47,12.44,148.46
2105,2025-05-16 09:56:52.141663+00,6.84,97.96,12.56,146.21
2106,2025-05-16 10:16:52.251481+00,6.9,98.46,12.63,146.96
2107,2025-05-16 10:36:52.168161+00,6.91,96.42,12.81,143.91
2108,2025-05-16 10:56:52.135637+00,6.98,96.39,12.94,143.87
2109,2025-05-16 11:16:52.158645+00,7.06,96.72,13.06,144.36
2110,2025-05-16 11:36:52.137906+00,7.11,95.47,13.25,142.49
2111,2025-05-16 11:56:52.150017+00,7.19,95.67,13.38,142.79
2112,2025-05-16 12:16:52.331183+00,7.3,95.18,13.62,142.06
2113,2025-05-16 12:36:52.152327+00,7.34,93.71,13.81,139.87
2114,2025-05-16 12:56:52.149786+00,7.41,92.17,14.06,137.57
2115,2025-05-16 13:16:52.252648+00,7.5,91.09,14.31,135.96
2116,2025-05-16 13:36:52.286998+00,7.56,89.32,14.56,133.31
2117,2025-05-16 13:56:52.181347+00,7.68,88.92,14.81,132.72
2118,2025-05-16 14:16:52.351381+00,7.76,87.61,15.06,130.76
2119,2025-05-16 14:36:52.354597+00,7.85,85.65,15.38,127.84
2120,2025-05-16 14:56:52.324426+00,7.92,84.11,15.63,125.54
2121,2025-05-16 15:16:52.210819+00,8.01,82.28,15.94,122.81
2122,2025-05-16 15:36:52.432112+00,8.1,81.2,16.19,121.19
2123,2025-05-16 15:56:52.206671+00,8.2,79.59,16.5,118.79
2124,2025-05-16 16:16:52.407607+00,8.24,77.36,16.75,115.46
2125,2025-05-16 16:36:52.353015+00,8.31,75.07,17.06,112.04
2126,2025-05-16 16:56:52.229924+00,8.39,73.0,17.37,108.96
2127,2025-05-16 17:16:52.433705+00,8.48,71.92,17.62,107.34
2128,2025-05-16 17:36:52.332076+00,8.57,70.84,17.87,105.73
2129,2025-05-16 17:56:52.394764+00,8.68,69.34,18.19,103.49
2130,2025-05-16 18:16:52.392438+00,8.71,66.88,18.44,99.82
2131,2025-05-16 18:36:52.523682+00,8.76,65.76,18.62,98.15
2132,2025-05-16 18:56:52.367047+00,8.79,64.06,18.81,95.61
2133,2025-05-16 19:16:52.23455+00,8.86,63.27,19.0,94.43
2134,2025-05-16 19:36:52.23192+00,8.86,61.76,19.12,92.18
2135,2025-05-16 19:56:52.516622+00,8.88,60.59,19.25,90.43
2136,2025-05-16 20:16:52.402564+00,8.88,61.34,19.19,91.55
2137,2025-05-16 20:36:52.425838+00,8.86,61.76,19.12,92.18
2138,2025-05-16 20:56:52.283032+00,8.85,63.8,18.94,95.22
2139,2025-05-16 21:16:52.282288+00,8.86,65.66,18.81,98.0
2140,2025-05-16 21:36:52.271439+00,8.78,66.97,18.56,99.96
2141,2025-05-16 21:56:52.513132+00,8.75,69.43,18.31,103.63
2142,2025-05-16 22:16:52.307612+00,8.66,71.27,18.0,106.37
2143,2025-05-16 22:36:52.784339+00,8.6,73.04,17.75,109.01
2144,2025-05-16 22:56:52.28305+00,8.56,74.51,17.56,111.21
2145,2025-05-16 23:16:52.330186+00,8.5,75.52,17.37,112.72
2146,2025-05-16 23:36:52.437425+00,8.44,76.41,17.19,114.04
2147,2025-05-16 23:56:52.445005+00,8.39,77.66,17.0,115.91
2148,2025-05-17 00:16:52.275748+00,8.34,78.15,16.87,116.64
2149,2025-05-17 00:36:52.276465+00,8.31,79.72,16.69,118.99
2150,2025-05-17 00:56:52.294349+00,8.28,81.43,16.5,121.54
2151,2025-05-17 01:16:52.572991+00,8.22,81.68,16.37,121.91
2152,2025-05-17 01:36:52.598384+00,8.19,82.51,16.25,123.15
2153,2025-05-17 01:56:52.264796+00,8.15,83.98,16.06,125.34
2154,2025-05-17 02:16:52.255117+00,8.08,83.88,15.94,125.19
2155,2025-05-17 02:36:52.272593+00,8.05,85.59,15.75,127.75
2156,2025-05-17 02:56:52.280103+00,8.02,86.41,15.63,128.97
2157,2025-05-17 03:16:52.271016+00,8.01,87.81,15.5,131.06
2158,2025-05-17 03:36:52.401179+00,7.96,88.18,15.38,131.61
2159,2025-05-17 03:56:52.280093+00,7.87,87.75,15.25,130.97
2160,2025-05-17 04:16:52.331394+00,7.9,89.95,15.13,134.25
2161,2025-05-17 04:36:52.278488+00,7.85,90.43,15.0,134.97
2162,2025-05-17 04:56:52.409507+00,7.78,91.22,14.81,136.15
2163,2025-05-17 05:16:52.293769+00,7.76,93.03,14.63,138.85
2164,2025-05-17 05:36:52.462114+00,7.72,94.5,14.44,141.04
2165,2025-05-17 05:56:52.499138+00,7.64,95.05,14.25,141.87
2166,2025-05-17 06:16:52.526598+00,7.6,97.28,14.0,145.19
2167,2025-05-17 06:36:52.278609+00,7.56,98.76,13.81,147.4
2168,2025-05-17 06:56:52.325768+00,7.5,99.77,13.62,148.91
2169,2025-05-17 07:16:52.293137+00,7.44,99.9,13.5,149.1
2170,2025-05-17 07:36:52.279375+00,7.4,99.74,13.44,148.87
2171,2025-05-17 07:56:52.297246+00,7.37,99.05,13.44,147.84
2172,2025-05-17 08:16:52.27117+00,7.45,100.13,13.5,149.45
2173,2025-05-17 08:36:52.270201+00,7.34,96.1,13.62,143.43
2174,2025-05-17 08:56:52.476603+00,7.43,97.28,13.69,145.19
2175,2025-05-17 09:16:52.486682+00,7.46,96.46,13.81,143.97
2176,2025-05-17 09:36:52.424706+00,7.34,93.71,13.81,139.87
2177,2025-05-17 09:56:52.450395+00,7.39,93.22,13.94,139.13
2178,2025-05-17 10:16:52.298795+00,7.41,92.92,14.0,138.69
2179,2025-05-17 10:36:52.340767+00,7.39,91.71,14.06,136.88
2180,2025-05-17 10:56:52.421589+00,7.44,91.22,14.19,136.15
2181,2025-05-17 11:16:52.290417+00,7.48,91.38,14.25,136.39
2182,2025-05-17 11:36:52.29271+00,7.52,89.91,14.44,134.19
2183,2025-05-17 11:56:52.311382+00,7.57,89.55,14.56,133.66
2184,2025-05-17 12:16:52.316842+00,7.62,88.3,14.75,131.79
2185,2025-05-17 12:36:52.327748+00,7.67,87.06,14.94,129.94
2186,2025-05-17 12:56:52.42536+00,7.76,85.98,15.19,128.33
2187,2025-05-17 13:16:52.4595+00,7.79,85.16,15.31,127.1
2188,2025-05-17 13:36:52.585092+00,7.89,84.3,15.56,125.82
2189,2025-05-17 13:56:52.512865+00,8.0,84.44,15.75,126.03
2190,2025-05-17 14:16:52.35044+00,8.05,83.19,15.94,124.16
2191,2025-05-17 14:36:52.346053+00,8.07,79.75,16.25,119.03
2192,2025-05-17 14:56:52.515798+00,8.16,80.31,16.37,119.87
2193,2025-05-17 15:16:52.338379+00,8.2,78.08,16.62,116.54
2194,2025-05-17 15:36:52.363054+00,8.16,74.77,16.81,111.6
2195,2025-05-17 15:56:52.494395+00,8.3,76.35,16.94,113.96
2196,2025-05-17 16:16:52.37314+00,8.3,74.84,17.06,111.7
2197,2025-05-17 16:36:52.372191+00,8.35,72.84,17.31,108.72
2198,2025-05-17 16:56:52.381728+00,8.43,71.53,17.56,106.76
2199,2025-05-17 17:16:52.372652+00,8.41,68.68,17.75,102.51
2200,2025-05-17 17:36:52.381655+00,8.54,70.15,17.87,104.7
2201,2025-05-17 17:56:52.574851+00,8.65,70.28,18.06,104.9
2202,2025-05-17 18:16:52.405023+00,8.58,67.04,18.19,100.06
2203,2025-05-17 18:36:52.431855+00,8.66,66.61,18.37,99.42
2204,2025-05-17 18:56:52.428268+00,8.71,66.12,18.5,98.69
2205,2025-05-17 19:16:52.460343+00,8.71,63.73,18.69,95.12
2206,2025-05-17 19:36:52.533221+00,8.74,62.91,18.81,93.9
2207,2025-05-17 19:56:52.61938+00,8.79,62.42,18.94,93.16
2208,2025-05-17 20:16:52.435732+00,8.8,61.9,19.0,92.39
2209,2025-05-17 20:36:52.548064+00,8.81,62.13,19.0,92.73
2210,2025-05-17 20:56:52.431576+00,8.8,62.65,18.94,93.51
2211,2025-05-17 21:16:52.610395+00,8.8,64.29,18.81,95.96
2212,2025-05-17 21:36:52.492514+00,8.76,65.76,18.62,98.15
2213,2025-05-17 21:56:52.433814+00,8.74,67.57,18.44,100.85
2214,2025-05-17 22:16:52.44539+00,8.68,69.34,18.19,103.49
2215,2025-05-17 22:36:52.438493+00,8.64,71.56,17.94,106.81
2216,2025-05-17 22:56:52.582441+00,8.58,73.33,17.69,109.45
2217,2025-05-17 23:16:52.432284+00,8.52,75.1,17.44,112.09
2218,2025-05-17 23:36:52.54033+00,8.46,76.87,17.19,114.73
2219,2025-05-17 23:56:52.566138+00,8.41,79.75,16.87,119.03
2220,2025-05-18 00:16:52.427494+00,8.34,81.29,16.62,121.33
2221,2025-05-18 00:36:52.434042+00,8.27,83.59,16.31,124.76
2222,2025-05-18 00:56:52.575307+00,8.22,84.83,16.12,126.61
2223,2025-05-18 01:16:52.43165+00,8.18,86.18,15.94,128.63
2224,2025-05-18 01:36:52.539445+00,8.12,87.19,15.75,130.13
2225,2025-05-18 01:56:52.555765+00,8.05,87.1,15.63,130.0
2226,2025-05-18 02:16:52.421293+00,7.99,88.11,15.44,131.51
2227,2025-05-18 02:36:52.436761+00,7.93,89.12,15.25,133.01
2228,2025-05-18 02:56:52.417361+00,7.9,89.95,15.13,134.25
2229,2025-05-18 03:16:52.436869+00,7.87,91.65,14.94,136.79
2230,2025-05-18 03:36:52.619201+00,7.85,92.83,14.81,138.55
2231,2025-05-18 03:56:52.455358+00,7.77,93.25,14.63,139.18
2232,2025-05-18 04:16:52.574891+00,7.75,94.43,14.5,140.94
2233,2025-05-18 04:36:52.598941+00,7.69,94.56,14.38,141.13
2234,2025-05-18 04:56:52.554821+00,7.64,94.3,14.31,140.75
2235,2025-05-18 05:16:52.549597+00,7.62,95.35,14.19,142.31
2236,2025-05-18 05:36:52.433261+00,7.55,95.38,14.06,142.36
2237,2025-05-18 05:56:52.450387+00,7.55,96.89,13.94,144.61
2238,2025-05-18 06:16:52.542139+00,7.51,97.61,13.81,145.69
2239,2025-05-18 06:36:52.566635+00,7.48,97.67,13.75,145.78
2240,2025-05-18 06:56:52.595976+00,7.44,97.51,13.69,145.54
2241,2025-05-18 07:16:52.62421+00,7.41,98.46,13.56,146.96
2242,2025-05-18 07:36:52.566226+00,7.39,98.75,13.5,147.39
2243,2025-05-18 07:56:52.437824+00,7.34,98.36,13.44,146.81
2244,2025-05-18 08:16:52.435497+00,7.33,98.13,13.44,146.46
2245,2025-05-18 08:36:52.440606+00,7.32,98.66,13.38,147.25
2246,2025-05-18 08:56:52.457407+00,7.3,99.08,13.31,147.88
2247,2025-05-18 09:16:52.658426+00,7.28,98.62,13.31,147.19
2248,2025-05-18 09:36:52.475236+00,7.27,97.51,13.38,145.54
2249,2025-05-18 09:56:52.476921+00,7.26,96.53,13.44,144.07
2250,2025-05-18 10:16:52.464844+00,7.25,96.3,13.44,143.73
2251,2025-05-18 10:36:52.508618+00,7.25,95.54,13.5,142.6
2252,2025-05-18 10:56:52.687696+00,7.26,95.02,13.56,141.82
2253,2025-05-18 11:16:52.523255+00,7.25,94.79,13.56,141.48
2254,2025-05-18 11:36:52.468548+00,7.28,94.72,13.62,141.37
2255,2025-05-18 11:56:52.484139+00,7.27,94.49,13.62,141.03
2256,2025-05-18 12:16:52.614955+00,7.3,94.3,13.69,140.75
2257,2025-05-18 12:36:52.754563+00,7.3,93.54,13.75,139.61
2258,2025-05-18 12:56:52.569464+00,7.31,93.77,13.75,139.96
2259,2025-05-18 13:16:52.593235+00,7.33,93.48,13.81,139.52
2260,2025-05-18 13:36:52.661829+00,7.34,92.82,13.88,138.54
2261,2025-05-18 13:56:52.501718+00,7.36,91.77,14.0,136.97
2262,2025-05-18 14:16:52.51741+00,7.42,92.4,14.06,137.91
2263,2025-05-18 14:36:52.512149+00,7.44,91.22,14.19,136.15
2264,2025-05-18 14:56:52.497627+00,7.58,93.68,14.25,139.82
2265,2025-05-18 15:16:53.303336+00,7.55,91.35,14.38,136.34
2266,2025-05-18 15:36:52.504341+00,7.56,90.07,14.5,134.43
2267,2025-05-18 15:56:52.519659+00,7.63,90.04,14.63,134.39
2268,2025-05-18 16:16:52.49094+00,7.65,87.48,14.87,130.57
2269,2025-05-18 16:36:52.513455+00,7.71,87.98,14.94,131.31
2270,2025-05-18 16:56:52.496227+00,7.74,87.15,15.06,130.07
2271,2025-05-18 17:16:52.603471+00,7.77,86.21,15.19,128.67
2272,2025-05-18 17:36:52.495563+00,7.83,85.19,15.38,127.15
2273,2025-05-18 17:56:52.504759+00,7.88,84.83,15.5,126.61
2274,2025-05-18 18:16:52.522947+00,7.95,84.05,15.69,125.45
2275,2025-05-18 18:36:52.498191+00,7.97,82.99,15.81,123.87
2276,2025-05-18 18:56:52.589984+00,8.02,81.75,16.0,122.01
2277,2025-05-18 19:16:52.702883+00,8.07,81.39,16.12,121.48
2278,2025-05-18 19:36:52.554681+00,8.08,80.74,16.19,120.51
2279,2025-05-18 19:56:52.520886+00,8.11,79.91,16.31,119.27
2280,2025-05-18 20:16:52.544512+00,8.12,79.39,16.37,118.49
2281,2025-05-18 20:36:52.556436+00,8.15,79.2,16.44,118.21
2282,2025-05-18 20:56:52.535925+00,8.13,77.98,16.5,116.39
2283,2025-05-18 21:16:52.583339+00,8.15,78.44,16.5,117.07
2284,2025-05-18 21:36:52.554752+00,8.16,78.67,16.5,117.42
2285,2025-05-18 21:56:52.567954+00,8.15,79.2,16.44,118.21
2286,2025-05-18 22:16:52.5506+00,8.15,79.2,16.44,118.21
2287,2025-05-18 22:36:52.653151+00,8.14,79.85,16.37,119.18
2288,2025-05-18 22:56:52.678877+00,8.14,80.6,16.31,120.3
2289,2025-05-18 23:16:52.539583+00,8.09,80.97,16.19,120.85
